Unique ID, Manufacturer, Chemistry, Voltage (Volts)
25E3Sunwoda-HHB9790T7ECW-32T, Sunwoda-H, Lithium Ion, 11.409

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2023-06-14, 16:01:01, OK, 69%, 0.00, -1, -55489, , 11.409, -55489, 68.5%, , , , , , , , , , , , 
2023-06-14, 16:01:31, OK, 68%, 1.93, 4733, -31847, , 11.513, -31847, 68.2%, , , , , , , , , , , , 
2023-06-14, 16:02:01, OK, 68%, 1.99, 4867, -27710, , 11.653, -27710, 67.8%, , , , , , , , , , , , 
2023-06-14, 16:02:31, OK, 68%, 1.99, 4867, -13763, , 11.794, -13763, 67.6%, , , , , , , , , , , , 
2023-06-14, 16:03:01, OK, 67%, 4.68, 11280, -16021, , 11.755, -16021, 67.4%, , , , , , , , , , , , 
2023-06-14, 16:03:31, OK, 67%, 4.68, 11280, -12754, , 11.833, -12754, 67.3%, , , , , , , , , , , , 
2023-06-14, 16:04:01, OK, 67%, 4.68, 11280, -19000, , 11.767, -19000, 67.1%, , , , , , , , , , , , 
2023-06-14, 16:04:31, OK, 67%, 4.68, 11280, -8778, , 11.851, -8778, 67.0%, , , , , , , , , , , , 
2023-06-14, 16:05:01, OK, 67%, 4.68, 11280, -8721, , 11.860, -8721, 66.9%, , , , , , , , , , , , 
2023-06-14, 16:05:31, OK, 67%, 4.68, 11280, -10932, , 11.827, -10932, 66.8%, , , , , , , , , , , , 
2023-06-14, 16:06:01, OK, 67%, 4.68, 11280, -18164, , 11.767, -18164, 66.6%, , , , , , , , , , , , 
2023-06-14, 16:06:31, OK, 67%, 4.68, 11280, -12136, , 11.807, -12136, 66.5%, , , , , , , , , , , , 
2023-06-14, 16:07:01, OK, 66%, 7.70, 18307, -13167, , 11.817, -13167, 66.4%, , , , , , , , , , , , 
2023-06-14, 16:07:31, OK, 66%, 7.70, 18307, -11414, , 11.797, -11414, 66.3%, , , , , , , , , , , , 
2023-06-14, 16:08:01, OK, 66%, 7.70, 18307, -14004, , 11.787, -14004, 66.1%, , , , , , , , , , , , 
2023-06-14, 16:08:31, OK, 66%, 7.70, 18307, -13625, , 11.789, -13625, 66.0%, , , , , , , , , , , , 
2023-06-14, 16:09:01, OK, 66%, 7.70, 18307, -13247, , 11.788, -13247, 65.9%, , , , , , , , , , , , 
2023-06-14, 16:09:31, OK, 66%, 7.70, 18307, -13385, , 11.770, -13385, 65.7%, , , , , , , , , , , , 
2023-06-14, 16:10:01, OK, 66%, 7.70, 18307, -11872, , 11.797, -11872, 65.6%, , , , , , , , , , , , 
2023-06-14, 16:10:31, OK, 65%, 4.45, 10408, -13981, , 11.760, -13981, 65.5%, , , , , , , , , , , , 
2023-06-14, 16:11:01, OK, 65%, 4.45, 10408, -19894, , 11.692, -19894, 65.3%, , , , , , , , , , , , 
2023-06-14, 16:11:31, OK, 65%, 4.45, 10408, -13201, , 11.770, -13201, 65.1%, , , , , , , , , , , , 
2023-06-14, 16:12:01, OK, 65%, 4.45, 10408, -12548, , 11.769, -12548, 65.0%, , , , , , , , , , , , 
2023-06-14, 16:12:31, OK, 65%, 4.45, 10408, -14118, , 11.749, -14118, 64.9%, , , , , , , , , , , , 
2023-06-14, 16:13:01, OK, 65%, 4.45, 10408, -12216, , 11.756, -12216, 64.7%, , , , , , , , , , , , 
2023-06-14, 16:13:31, OK, 65%, 4.45, 10408, -11826, , 11.766, -11826, 64.6%, , , , , , , , , , , , 
2023-06-14, 16:14:01, OK, 65%, 4.45, 10408, -11608, , 11.762, -11608, 64.5%, , , , , , , , , , , , 
2023-06-14, 16:14:31, OK, 64%, 7.50, 17279, -11712, , 11.770, -11712, 64.4%, , , , , , , , , , , , 
2023-06-14, 16:15:01, OK, 64%, 7.50, 17279, -12010, , 11.749, -12010, 64.3%, , , , , , , , , , , , 
2023-06-14, 16:15:31, OK, 64%, 7.50, 17279, -12170, , 11.738, -12170, 64.1%, , , , , , , , , , , , 
2023-06-14, 16:16:01, OK, 64%, 7.52, 17325, -11368, , 11.761, -11368, 64.0%, , , , , , , , , , , , 
2023-06-14, 16:16:31, OK, 64%, 8.40, 19350, -11311, , 11.761, -11311, 63.9%, , , , , , , , , , , , 
2023-06-14, 16:17:01, OK, 64%, 7.98, 18379, -11517, , 11.747, -11517, 63.8%, , , , , , , , , , , , 
2023-06-14, 16:17:31, OK, 64%, 7.98, 18379, -11608, , 11.750, -11608, 63.7%, , , , , , , , , , , , 
2023-06-14, 16:18:01, OK, 64%, 7.98, 18379, -7460, , 11.795, -7460, 63.6%, , , , , , , , , , , , 
2023-06-14, 16:18:31, OK, 64%, 7.98, 18379, -8480, , 11.766, -8480, 63.5%, , , , , , , , , , , , 
2023-06-14, 16:19:01, OK, 63%, 11.95, 27095, -7173, , 11.785, -7173, 63.4%, , , , , , , , , , , , 
2023-06-14, 16:19:31, OK, 63%, 11.95, 27095, -6944, , 11.796, -6944, 63.4%, , , , , , , , , , , , 
2023-06-14, 16:20:01, OK, 63%, 11.95, 27095, -7185, , 11.800, -7185, 63.3%, , , , , , , , , , , , 
2023-06-14, 16:20:31, OK, 63%, 11.95, 27095, -7368, , 11.792, -7368, 63.2%, , , , , , , , , , , , 
