Unique ID, Manufacturer, Chemistry, Voltage (Volts)
25E3Sunwoda-HHB9790T7ECW-32T, Sunwoda-H, Lithium Ion, 10.994

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2023-09-01, 00:07:47, OK, 48%, 85.82, 148296, -10921, , 11.388, -10921, 47.8%, , , , , , , , , , , , 
2023-09-01, 00:08:17, OK, 48%, 7.98, 13787, -7884, , 11.423, -7884, 47.7%, , , , , , , , , , , , 
2023-09-01, 00:08:47, OK, 48%, 7.98, 13787, -8572, , 11.413, -8572, 47.6%, , , , , , , , , , , , 
2023-09-01, 00:09:17, OK, 47%, 8.42, 14251, -10061, , 11.391, -10061, 47.5%, , , , , , , , , , , , 
2023-09-01, 00:09:47, OK, 47%, 8.42, 14251, -10050, , 11.375, -10050, 47.3%, , , , , , , , , , , , 
2023-09-01, 00:10:17, OK, 47%, 8.42, 14251, -8881, , 11.398, -8881, 47.2%, , , , , , , , , , , , 
2023-09-01, 00:10:47, OK, 47%, 8.42, 14251, -8892, , 11.406, -8892, 47.0%, , , , , , , , , , , , 
2023-09-01, 00:11:17, OK, 47%, 8.42, 14251, -9775, , 11.337, -9775, 46.9%, , , , , , , , , , , , 
2023-09-01, 00:11:47, OK, 47%, 8.42, 14251, -10210, , 11.372, -10210, 46.8%, , , , , , , , , , , , 
2023-09-01, 00:12:17, OK, 47%, 8.42, 14251, -7185, , 11.400, -7185, 46.7%, , , , , , , , , , , , 
2023-09-01, 00:12:47, OK, 47%, 8.42, 14251, -29589, , 11.247, -29589, 46.6%, , , , , , , , , , , , 
2023-09-01, 00:13:17, OK, 46%, 3.92, 6494, -15482, , 11.306, -15482, 46.4%, , , , , , , , , , , , 
2023-09-01, 00:13:47, OK, 46%, 3.92, 6494, -9729, , 11.383, -9729, 46.3%, , , , , , , , , , , , 
2023-09-01, 00:14:17, OK, 46%, 3.92, 6494, -10096, , 11.371, -10096, 46.2%, , , , , , , , , , , , 
2023-09-01, 00:14:47, OK, 46%, 3.92, 6494, -8698, , 11.385, -8698, 46.1%, , , , , , , , , , , , 
2023-09-01, 00:15:17, OK, 46%, 3.92, 6494, -9798, , 11.382, -9798, 46.0%, , , , , , , , , , , , 
2023-09-01, 00:15:47, OK, 46%, 3.92, 6494, -9305, , 11.375, -9305, 45.9%, , , , , , , , , , , , 
2023-09-01, 00:16:17, OK, 46%, 3.92, 6494, -8847, , 11.389, -8847, 45.8%, , , , , , , , , , , , 
2023-09-01, 00:16:47, OK, 46%, 3.92, 6494, -9328, , 11.369, -9328, 45.7%, , , , , , , , , , , , 
2023-09-01, 00:17:17, OK, 46%, 3.92, 6494, -7597, , 11.395, -7597, 45.6%, , , , , , , , , , , , 
2023-09-01, 00:17:47, OK, 46%, 3.92, 6494, -8537, , 11.370, -8537, 45.5%, , , , , , , , , , , , 
2023-09-01, 00:18:17, OK, 45%, 10.81, 17519, -9649, , 11.378, -9649, 45.4%, , , , , , , , , , , , 
2023-09-01, 00:18:47, OK, 45%, 10.81, 17519, -7666, , 11.372, -7666, 45.3%, , , , , , , , , , , , 
2023-09-01, 00:19:17, OK, 45%, 10.81, 17519, -8457, , 11.372, -8457, 45.2%, , , , , , , , , , , , 
2023-09-01, 00:19:47, OK, 45%, 10.81, 17519, -9213, , 11.372, -9213, 45.1%, , , , , , , , , , , , 
2023-09-01, 00:20:17, OK, 45%, 10.81, 17519, -6234, , 11.396, -6234, 45.0%, , , , , , , , , , , , 
2023-09-01, 00:20:47, OK, 45%, 10.81, 17519, -7529, , 11.372, -7529, 44.9%, , , , , , , , , , , , 
2023-09-01, 00:21:17, OK, 45%, 10.81, 17519, -8743, , 11.368, -8743, 44.9%, , , , , , , , , , , , 
2023-09-01, 00:21:47, OK, 45%, 10.81, 17519, -8159, , 11.387, -8159, 44.8%, , , , , , , , , , , , 
2023-09-01, 00:22:17, OK, 45%, 10.81, 17519, -6016, , 11.403, -6016, 44.7%, , , , , , , , , , , , 
2023-09-01, 00:22:47, OK, 45%, 9.78, 15842, -13339, , 11.339, -13339, 44.6%, , , , , , , , , , , , 
2023-09-01, 00:23:17, OK, 44%, 12.70, 20119, -8824, , 11.347, -8824, 44.5%, , , , , , , , , , , , 
2023-09-01, 00:23:47, OK, 44%, 12.70, 20119, -11207, , 11.366, -11207, 44.4%, , , , , , , , , , , , 
2023-09-01, 00:24:17, OK, 44%, 12.70, 20119, -8056, , 11.343, -8056, 44.3%, , , , , , , , , , , , 
2023-09-01, 00:24:47, OK, 44%, 12.70, 20119, -6486, , 11.381, -6486, 44.2%, , , , , , , , , , , , 
2023-09-01, 00:25:17, OK, 44%, 12.70, 20119, -7792, , 11.373, -7792, 44.1%, , , , , , , , , , , , 
2023-09-01, 00:25:47, OK, 44%, 12.70, 20119, -6417, , 11.386, -6417, 44.0%, , , , , , , , , , , , 
2023-09-01, 00:26:17, OK, 44%, 12.70, 20119, -6944, , 11.387, -6944, 44.0%, , , , , , , , , , , , 
2023-09-01, 00:26:47, OK, 44%, 12.70, 20119, -20192, , 11.250, -20192, 43.9%, , , , , , , , , , , , 
2023-09-01, 00:27:17, OK, 44%, 12.70, 20119, -22198, , 11.201, -22198, 43.7%, , , , , , , , , , , , 
2023-09-01, 00:27:47, OK, 44%, 12.70, 20119, -12010, , 11.305, -12010, 43.6%, , , , , , , , , , , , 
2023-09-01, 00:28:17, OK, 43%, 8.52, 13189, -12640, , 11.299, -12640, 43.5%, , , , , , , , , , , , 
2023-09-01, 00:28:47, OK, 43%, 8.52, 13189, -15895, , 11.318, -15895, 43.3%, , , , , , , , , , , , 
2023-09-01, 00:29:17, OK, 43%, 8.52, 13189, -9729, , 11.328, -9729, 43.2%, , , , , , , , , , , , 
2023-09-01, 00:29:47, OK, 43%, 8.52, 13189, -11608, , 11.317, -11608, 43.1%, , , , , , , , , , , , 
2023-09-01, 00:30:17, OK, 43%, 8.52, 13189, -14863, , 11.285, -14863, 42.9%, , , , , , , , , , , , 
2023-09-01, 00:30:47, OK, 43%, 8.52, 13189, -7437, , 11.362, -7437, 42.8%, , , , , , , , , , , , 
2023-09-01, 00:31:17, OK, 43%, 8.52, 13189, -8170, , 11.334, -8170, 42.7%, , , , , , , , , , , , 
2023-09-01, 00:31:47, OK, 43%, 8.52, 13189, -6738, , 11.351, -6738, 42.7%, , , , , , , , , , , , 
2023-09-01, 00:32:17, OK, 43%, 8.52, 13189, -12353, , 11.277, -12353, 42.6%, , , , , , , , , , , , 
2023-09-01, 00:32:47, OK, 42%, 4.55, 6877, -8010, , 11.344, -8010, 42.5%, , , , , , , , , , , , 
