Unique ID, Manufacturer, Chemistry, Voltage (Volts)
25E3Sunwoda-HHB9790T7ECW-32T, Sunwoda-H, Lithium Ion, 11.652

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2023-08-09, 00:00:00, OK, 47%, 4.38, 7411, -10233, , 11.404, -10233, 47.0%, , , , , , , , , , , , 
2023-08-09, 00:00:30, OK, 47%, 4.38, 7411, -10107, , 11.396, -10107, 46.9%, , , , , , , , , , , , 
2023-08-09, 00:01:00, OK, 47%, 4.38, 7411, -10073, , 11.398, -10073, 46.7%, , , , , , , , , , , , 
2023-08-09, 00:01:30, OK, 47%, 4.38, 7411, -17041, , 11.307, -17041, 46.6%, , , , , , , , , , , , 
2023-08-09, 00:02:00, OK, 47%, 4.38, 7411, -12296, , 11.353, -12296, 46.5%, , , , , , , , , , , , 
2023-08-09, 00:02:30, OK, 46%, 6.43, 10651, -11253, , 11.387, -11253, 46.4%, , , , , , , , , , , , 
2023-08-09, 00:03:00, OK, 46%, 6.43, 10651, -8606, , 11.407, -8606, 46.3%, , , , , , , , , , , , 
2023-08-09, 00:03:30, OK, 46%, 6.43, 10651, -9305, , 11.405, -9305, 46.2%, , , , , , , , , , , , 
2023-08-09, 00:04:00, OK, 46%, 9.72, 16094, -9397, , 11.395, -9397, 46.1%, , , , , , , , , , , , 
2023-08-09, 00:04:30, OK, 46%, 9.72, 16094, -7632, , 11.417, -7632, 46.0%, , , , , , , , , , , , 
2023-08-09, 00:05:00, OK, 46%, 9.72, 16094, -8480, , 11.409, -8480, 45.9%, , , , , , , , , , , , 
2023-08-09, 00:05:30, OK, 46%, 9.72, 16094, -7689, , 11.417, -7689, 45.9%, , , , , , , , , , , , 
2023-08-09, 00:06:00, OK, 46%, 9.72, 16094, -14909, , 11.332, -14909, 45.8%, , , , , , , , , , , , 
2023-08-09, 00:06:30, OK, 46%, 9.72, 16094, -7666, , 11.409, -7666, 45.7%, , , , , , , , , , , , 
2023-08-09, 00:07:00, OK, 46%, 9.72, 16094, -7563, , 11.413, -7563, 45.6%, , , , , , , , , , , , 
2023-08-09, 00:08:13, OK, 45%, 3.00, 4868, -11941, , 11.356, -11941, 45.4%, , , , , , , , , , , , 
2023-08-09, 00:12:40, OK, 45%, 50.84, 82360, -15723, , 11.343, -15723, 45.2%, , , , , , , , , , , , 
2023-08-09, 00:13:10, OK, 45%, 5.39, 8738, -11803, , 11.359, -11803, 45.0%, , , , , , , , , , , , 
2023-08-09, 00:13:40, OK, 45%, 5.39, 8738, -10153, , 11.370, -10153, 44.9%, , , , , , , , , , , , 
2023-08-09, 00:14:10, OK, 45%, 5.39, 8738, -8342, , 11.393, -8342, 44.8%, , , , , , , , , , , , 
2023-08-09, 00:14:40, OK, 45%, 5.39, 8738, -12078, , 11.383, -12078, 44.7%, , , , , , , , , , , , 
2023-08-09, 00:15:10, OK, 45%, 5.39, 8738, -14794, , 11.360, -14794, 44.6%, , , , , , , , , , , , 
2023-08-09, 00:15:40, OK, 45%, 5.39, 8738, -10176, , 11.362, -10176, 44.5%, , , , , , , , , , , , 
2023-08-09, 00:16:10, OK, 44%, 8.88, 14072, -10715, , 11.367, -10715, 44.4%, , , , , , , , , , , , 
2023-08-09, 00:16:40, OK, 44%, 8.88, 14072, -8480, , 11.372, -8480, 44.3%, , , , , , , , , , , , 
2023-08-09, 00:17:10, OK, 44%, 8.88, 14072, -10428, , 11.369, -10428, 44.2%, , , , , , , , , , , , 
2023-08-09, 00:17:40, OK, 44%, 8.88, 14072, -13660, , 11.297, -13660, 44.1%, , , , , , , , , , , , 
2023-08-09, 00:18:10, OK, 44%, 8.88, 14072, -11884, , 11.340, -11884, 44.0%, , , , , , , , , , , , 
2023-08-09, 00:18:40, OK, 44%, 8.88, 14072, -11173, , 11.347, -11173, 43.9%, , , , , , , , , , , , 
2023-08-09, 00:19:10, OK, 44%, 8.88, 14072, -9718, , 11.359, -9718, 43.8%, , , , , , , , , , , , 
2023-08-09, 00:19:40, OK, 44%, 8.88, 14072, -7483, , 11.378, -7483, 43.7%, , , , , , , , , , , , 
2023-08-09, 00:20:10, OK, 44%, 8.88, 14072, -11849, , 11.340, -11849, 43.6%, , , , , , , , , , , , 
2023-08-09, 00:20:40, OK, 43%, 7.81, 12092, -9798, , 11.367, -9798, 43.5%, , , , , , , , , , , , 
2023-08-09, 00:21:10, OK, 43%, 7.81, 12092, -10715, , 11.350, -10715, 43.4%, , , , , , , , , , , , 
2023-08-09, 00:21:40, OK, 43%, 7.81, 12092, -10428, , 11.350, -10428, 43.3%, , , , , , , , , , , , 
2023-08-09, 00:22:10, OK, 43%, 7.81, 12092, -10921, , 11.350, -10921, 43.2%, , , , , , , , , , , , 
