Unique ID, Manufacturer, Chemistry, Voltage (Volts)
25E3Sunwoda-HHB9790T7ECW-32T, Sunwoda-H, Lithium Ion, 11.801

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2023-10-03, 02:37:50, OK, 59%, 0.00, -1, -217, , 11.801, -217, 59.5%, , , , , , , , , , , , 
2023-10-03, 02:38:20, OK, 59%, 0.00, -1, 0, , 11.806, 0, 59.5%, , , , , , , , , , , , 
2023-10-03, 03:17:03, OK, 60%, 0.00, -1, 0, , 11.812, 0, 59.5%, , , , , , , , , , , , 
2023-10-03, 16:41:51, OK, 57%, 703.35, 1443270, 8606, , 11.830, 8606, 57.1%, , , , , , , , , , , , 
2023-10-03, 16:42:21, OK, 57%, 703.76, 1444125, 20295, , 11.935, 20295, 57.2%, , , , , , , , , , , , 
2023-10-03, 16:42:51, OK, 57%, 704.18, 1444980, 29383, , 12.082, 29383, 57.4%, , , , , , , , , , , , 
2023-10-03, 16:43:21, OK, 58%, 1409.20, 2942402, 27286, , 12.108, 27286, 57.6%, , , , , , , , , , , , 
2023-10-03, 16:43:51, OK, 58%, 1410.03, 2944141, 10016, , 11.951, 10016, 57.8%, , , , , , , , , , , , 
2023-10-03, 16:44:21, OK, 58%, 1410.86, 2945881, 19653, , 12.067, 19653, 58.0%, , , , , , , , , , , , 
2023-10-03, 16:44:51, OK, 58%, 1411.70, 2947621, 27079, , 12.172, 27079, 58.3%, , , , , , , , , , , , 
2023-10-03, 16:45:21, OK, 59%, 0.00, -1, 19642, , 12.108, 19642, 58.5%, , , , , , , , , , , , 
2023-10-03, 16:45:51, OK, 59%, 0.00, -1, 26209, , 12.205, 26209, 58.8%, , , , , , , , , , , , 
