Unique ID, Manufacturer, Chemistry, Voltage (Volts)
25E3Sunwoda-HHB9790T7ECW-32T, Sunwoda-H, Lithium Ion, 11.706

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2023-08-07, 00:00:02, OK, 78%, 0.00, -1, 12262, , 12.474, 12262, 77.7%, , , , , , , , , , , , 
2023-08-07, 00:00:32, OK, 78%, 0.00, -1, 10760, , 12.459, 10760, 77.8%, , , , , , , , , , , , 
2023-08-07, 00:01:02, OK, 78%, 0.00, -1, 10772, , 12.457, 10772, 77.9%, , , , , , , , , , , , 
2023-08-07, 00:01:32, OK, 78%, 0.00, -1, 10772, , 12.457, 10772, 78.0%, , , , , , , , , , , , 
2023-08-07, 00:02:02, OK, 78%, 0.00, -1, 10760, , 12.459, 10760, 78.1%, , , , , , , , , , , , 
2023-08-07, 00:02:32, OK, 78%, 0.00, -1, 10772, , 12.462, 10772, 78.2%, , , , , , , , , , , , 
2023-08-07, 00:03:02, OK, 78%, 0.00, -1, 10760, , 12.464, 10760, 78.3%, , , , , , , , , , , , 
2023-08-07, 00:03:32, OK, 78%, 0.00, -1, 10760, , 12.467, 10760, 78.4%, , , , , , , , , , , , 
2023-08-07, 00:04:02, OK, 79%, 0.00, -1, 10760, , 12.469, 10760, 78.5%, , , , , , , , , , , , 
2023-08-07, 00:04:32, OK, 79%, 0.00, -1, 10760, , 12.473, 10760, 78.6%, , , , , , , , , , , , 
2023-08-07, 00:05:02, OK, 79%, 0.00, -1, 10749, , 12.476, 10749, 78.8%, , , , , , , , , , , , 
2023-08-07, 00:05:32, OK, 79%, 0.00, -1, 10760, , 12.478, 10760, 78.9%, , , , , , , , , , , , 
2023-08-07, 00:06:02, OK, 79%, 0.00, -1, 10749, , 12.481, 10749, 79.0%, , , , , , , , , , , , 
2023-08-07, 00:06:32, OK, 79%, 0.00, -1, 10772, , 12.485, 10772, 79.1%, , , , , , , , , , , , 
2023-08-07, 00:07:02, OK, 79%, 0.00, -1, 10772, , 12.488, 10772, 79.2%, , , , , , , , , , , , 
2023-08-07, 00:07:32, OK, 79%, 0.00, -1, 10760, , 12.491, 10760, 79.3%, , , , , , , , , , , , 
2023-08-07, 00:08:02, OK, 79%, 0.00, -1, 10760, , 12.495, 10760, 79.4%, , , , , , , , , , , , 
2023-08-07, 00:08:32, OK, 80%, 0.00, -1, 0, , 12.394, 0, 79.5%, , , , , , , , , , , , 
