Unique ID, Manufacturer, Chemistry, Voltage (Volts)
25E3Sunwoda-HHB9790T7ECW-32T, Sunwoda-H, Lithium Ion, 11.840

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2023-05-08, 00:00:08, OK, 55%, 10.28, 20350, -10841, , 11.515, -10841, 55.0%, , , , , , , , , , , , 
2023-05-08, 00:00:38, OK, 55%, 10.28, 20350, -10680, , 11.523, -10680, 54.9%, , , , , , , , , , , , 
2023-05-08, 00:01:08, OK, 55%, 10.28, 20350, -10566, , 11.520, -10566, 54.8%, , , , , , , , , , , , 
2023-05-08, 00:01:38, OK, 55%, 10.28, 20350, -10428, , 11.510, -10428, 54.7%, , , , , , , , , , , , 
2023-05-08, 00:02:08, OK, 55%, 10.28, 20350, -10508, , 11.518, -10508, 54.6%, , , , , , , , , , , , 
2023-05-08, 00:02:38, OK, 54%, 8.88, 17271, -9924, , 11.518, -9924, 54.4%, , , , , , , , , , , , 
2023-05-08, 00:03:08, OK, 54%, 8.88, 17271, -10016, , 11.513, -10016, 54.4%, , , , , , , , , , , , 
2023-05-08, 00:03:38, OK, 54%, 8.88, 17271, -10325, , 11.515, -10325, 54.3%, , , , , , , , , , , , 
2023-05-08, 00:04:08, OK, 54%, 8.88, 17271, -10829, , 11.495, -10829, 54.2%, , , , , , , , , , , , 
2023-05-08, 00:04:38, OK, 54%, 8.88, 17271, -10485, , 11.512, -10485, 54.0%, , , , , , , , , , , , 
2023-05-08, 00:05:08, OK, 54%, 8.88, 17271, -10107, , 11.510, -10107, 53.9%, , , , , , , , , , , , 
2023-05-08, 00:05:38, OK, 54%, 8.88, 17271, -10680, , 11.507, -10680, 53.8%, , , , , , , , , , , , 
2023-05-08, 00:06:08, OK, 54%, 8.88, 17271, -10199, , 11.499, -10199, 53.7%, , , , , , , , , , , , 
2023-05-08, 00:06:38, OK, 54%, 8.88, 17271, -10314, , 11.499, -10314, 53.6%, , , , , , , , , , , , 
2023-05-08, 00:07:08, OK, 54%, 8.88, 17271, -10589, , 11.490, -10589, 53.5%, , , , , , , , , , , , 
2023-05-08, 00:07:38, OK, 53%, 7.96, 15197, -10451, , 11.486, -10451, 53.4%, , , , , , , , , , , , 
2023-05-08, 00:08:08, OK, 53%, 7.96, 15197, -12457, , 11.489, -12457, 53.3%, , , , , , , , , , , , 
2023-05-08, 00:08:38, OK, 54%, 569.96, 1108001, 39926, , 12.056, 39926, 53.5%, , , , , , , , , , , , 
2023-05-08, 00:09:08, OK, 54%, 570.10, 1108271, 39880, , 12.109, 39880, 53.9%, , , , , , , , , , , , 
2023-05-08, 00:09:38, OK, 54%, 570.24, 1108541, 39617, , 12.127, 39617, 54.3%, , , , , , , , , , , , 
2023-05-08, 00:10:08, OK, 55%, 684.45, 1355213, 38803, , 12.139, 38803, 54.7%, , , , , , , , , , , , 
2023-05-08, 00:10:38, OK, 55%, 684.62, 1355543, 37210, , 12.130, 37210, 55.0%, , , , , , , , , , , , 
2023-05-08, 00:11:08, OK, 55%, 684.78, 1355873, 35995, , 12.159, 35995, 55.4%, , , , , , , , , , , , 
2023-05-08, 00:11:38, OK, 56%, 856.19, 1726077, 24283, , 12.038, 24283, 55.7%, , , , , , , , , , , , 
2023-05-08, 00:12:08, OK, 56%, 856.40, 1726497, 36419, , 12.186, 36419, 56.1%, , , , , , , , , , , , 
2023-05-08, 00:12:38, OK, 56%, 856.61, 1726917, 34987, , 12.135, 34987, 56.4%, , , , , , , , , , , , 
2023-05-08, 00:13:08, OK, 57%, 1142.42, 2344243, 36431, , 12.207, 36431, 56.7%, , , , , , , , , , , , 
2023-05-08, 00:13:38, OK, 57%, 1142.70, 2344813, 36969, , 12.225, 36969, 57.1%, , , , , , , , , , , , 
2023-05-08, 00:14:08, OK, 57%, 1142.97, 2345383, 36270, , 12.244, 36270, 57.5%, , , , , , , , , , , , 
2023-05-08, 00:14:38, OK, 58%, 1714.88, 3580666, 36442, , 12.256, 36442, 57.8%, , , , , , , , , , , , 
2023-05-08, 00:15:08, OK, 58%, 1715.29, 3581535, 36798, , 12.267, 36798, 58.2%, , , , , , , , , , , , 
2023-05-08, 00:15:38, OK, 59%, 3431.42, 7288343, 35331, , 12.260, 35331, 58.5%, , , , , , , , , , , , 
2023-05-08, 00:16:08, OK, 59%, 3432.26, 7290114, 32913, , 12.271, 32913, 58.9%, , , , , , , , , , , , 
2023-05-08, 00:16:38, OK, 59%, 3433.09, 7291884, 36316, , 12.293, 36316, 59.2%, , , , , , , , , , , , 
2023-05-08, 00:17:08, OK, 60%, 0.00, -1, 0, , 11.955, 0, 59.5%, , , , , , , , , , , , 
2023-05-08, 00:17:38, OK, 60%, 0.00, -1, 0, , 11.899, 0, 59.5%, , , , , , , , , , , , 
2023-05-08, 00:18:08, OK, 60%, 0.00, -1, 0, , 11.882, 0, 59.5%, , , , , , , , , , , , 
2023-05-08, 00:18:38, OK, 60%, 0.00, -1, 0, , 11.873, 0, 59.5%, , , , , , , , , , , , 
2023-05-08, 00:19:08, OK, 60%, 0.00, -1, 0, , 11.868, 0, 59.5%, , , , , , , , , , , , 
2023-05-08, 00:19:38, OK, 60%, 0.00, -1, 0, , 11.864, 0, 59.5%, , , , , , , , , , , , 
2023-05-08, 00:20:08, OK, 60%, 0.00, -1, 0, , 11.862, 0, 59.5%, , , , , , , , , , , , 
2023-05-08, 00:20:38, OK, 59%, 3439.76, 7306044, -10520, , 11.752, -10520, 59.5%, , , , , , , , , , , , 
2023-05-08, 00:21:08, OK, 59%, 7.70, 16365, -10887, , 11.722, -10887, 59.4%, , , , , , , , , , , , 
2023-05-08, 00:21:38, OK, 59%, 7.70, 16365, -10887, , 11.720, -10887, 59.3%, , , , , , , , , , , , 
2023-05-08, 00:22:08, OK, 59%, 7.70, 16365, -10531, , 11.706, -10531, 59.2%, , , , , , , , , , , , 
2023-05-08, 00:22:38, OK, 59%, 7.70, 16365, -10841, , 11.693, -10841, 59.1%, , , , , , , , , , , , 
2023-05-08, 00:23:08, OK, 59%, 7.70, 16365, -12296, , 11.665, -12296, 58.9%, , , , , , , , , , , , 
2023-05-08, 00:23:38, OK, 59%, 7.70, 16365, -10451, , 11.693, -10451, 58.8%, , , , , , , , , , , , 
2023-05-08, 00:24:08, OK, 59%, 7.70, 16365, -10749, , 11.679, -10749, 58.7%, , , , , , , , , , , , 
2023-05-08, 00:24:38, OK, 59%, 7.70, 16365, -10531, , 11.674, -10531, 58.6%, , , , , , , , , , , , 
2023-05-08, 00:25:08, OK, 58%, 8.38, 17496, -11013, , 11.673, -11013, 58.5%, , , , , , , , , , , , 
2023-05-08, 00:25:38, OK, 58%, 8.38, 17496, -10600, , 11.671, -10600, 58.4%, , , , , , , , , , , , 
2023-05-08, 00:26:08, OK, 58%, 8.38, 17496, -10451, , 11.659, -10451, 58.3%, , , , , , , , , , , , 
2023-05-08, 00:26:38, OK, 58%, 8.38, 17496, -10199, , 11.660, -10199, 58.2%, , , , , , , , , , , , 
2023-05-08, 00:27:08, OK, 58%, 8.38, 17496, -10749, , 11.651, -10749, 58.1%, , , , , , , , , , , , 
2023-05-08, 00:27:38, OK, 58%, 8.38, 17496, -10715, , 11.641, -10715, 57.9%, , , , , , , , , , , , 
2023-05-08, 00:28:08, OK, 58%, 8.38, 17496, -17407, , 11.579, -17407, 57.8%, , , , , , , , , , , , 
2023-05-08, 00:28:38, OK, 58%, 8.38, 17496, -13843, , 11.565, -13843, 57.7%, , , , , , , , , , , , 
2023-05-08, 00:29:08, OK, 58%, 8.38, 17496, -15551, , 11.543, -15551, 57.5%, , , , , , , , , , , , 
2023-05-08, 00:29:38, OK, 57%, 5.67, 11636, -21166, , 11.463, -21166, 57.3%, , , , , , , , , , , , 
2023-05-08, 00:30:08, OK, 57%, 5.67, 11636, -12376, , 11.583, -12376, 57.2%, , , , , , , , , , , , 
2023-05-08, 00:30:38, OK, 57%, 5.67, 11636, -14508, , 11.551, -14508, 57.0%, , , , , , , , , , , , 
2023-05-08, 00:31:08, OK, 57%, 5.67, 11636, -13213, , 11.550, -13213, 56.9%, , , , , , , , , , , , 
2023-05-08, 00:31:38, OK, 57%, 5.67, 11636, -11024, , 11.571, -11024, 56.8%, , , , , , , , , , , , 
2023-05-08, 00:32:08, OK, 57%, 5.67, 11636, -12743, , 11.556, -12743, 56.6%, , , , , , , , , , , , 
2023-05-08, 00:32:38, OK, 56%, 8.10, 16323, -10623, , 11.558, -10623, 56.5%, , , , , , , , , , , , 
2023-05-08, 00:33:08, OK, 56%, 8.10, 16323, -12938, , 11.529, -12938, 56.3%, , , , , , , , , , , , 
2023-05-08, 00:33:38, OK, 56%, 8.10, 16323, -15883, , 11.461, -15883, 56.2%, , , , , , , , , , , , 
2023-05-08, 00:34:08, OK, 56%, 8.10, 16323, -10795, , 11.553, -10795, 56.1%, , , , , , , , , , , , 
2023-05-08, 00:34:38, OK, 56%, 8.10, 16323, -14462, , 11.522, -14462, 55.9%, , , , , , , , , , , , 
2023-05-08, 00:35:08, OK, 56%, 8.10, 16323, -11425, , 11.520, -11425, 55.8%, , , , , , , , , , , , 
2023-05-08, 00:35:38, OK, 56%, 6.18, 12458, -17614, , 11.492, -17614, 55.6%, , , , , , , , , , , , 
2023-05-08, 00:36:08, OK, 55%, 5.21, 10320, -17808, , 11.476, -17808, 55.5%, , , , , , , , , , , , 
2023-05-08, 00:36:38, OK, 55%, 5.21, 10320, -12078, , 11.521, -12078, 55.3%, , , , , , , , , , , , 
2023-05-08, 00:37:08, OK, 55%, 5.21, 10320, -14107, , 11.497, -14107, 55.2%, , , , , , , , , , , , 
2023-05-08, 00:37:38, OK, 55%, 5.21, 10320, -13350, , 11.498, -13350, 55.0%, , , , , , , , , , , , 
2023-05-08, 00:38:08, OK, 55%, 5.21, 10320, -17751, , 11.485, -17751, 54.9%, , , , , , , , , , , , 
2023-05-08, 00:38:38, OK, 55%, 5.21, 10320, -16032, , 11.495, -16032, 54.7%, , , , , , , , , , , , 
2023-05-08, 00:39:08, OK, 55%, 5.21, 10320, -11013, , 11.505, -11013, 54.6%, , , , , , , , , , , , 
2023-05-08, 00:39:38, OK, 54%, 8.23, 15999, -10543, , 11.520, -10543, 54.5%, , , , , , , , , , , , 
2023-05-08, 00:40:08, OK, 54%, 8.23, 15999, -10921, , 11.512, -10921, 54.3%, , , , , , , , , , , , 
2023-05-08, 00:40:38, OK, 54%, 8.23, 15999, -11219, , 11.516, -11219, 54.2%, , , , , , , , , , , , 
2023-05-08, 00:41:08, OK, 54%, 8.23, 15999, -10749, , 11.510, -10749, 54.1%, , , , , , , , , , , , 
2023-05-08, 00:41:38, OK, 54%, 8.23, 15999, -11460, , 11.499, -11460, 54.0%, , , , , , , , , , , , 
2023-05-08, 00:42:08, OK, 54%, 8.23, 15999, -12663, , 11.488, -12663, 53.9%, , , , , , , , , , , , 
2023-05-08, 00:42:38, OK, 54%, 8.23, 15999, -14061, , 11.460, -14061, 53.7%, , , , , , , , , , , , 
2023-05-08, 00:43:08, OK, 54%, 8.23, 15999, -16227, , 11.448, -16227, 53.6%, , , , , , , , , , , , 
2023-05-08, 00:43:38, OK, 53%, 5.53, 10551, -11333, , 11.485, -11333, 53.4%, , , , , , , , , , , , 
2023-05-08, 00:44:08, OK, 53%, 5.53, 10551, -11035, , 11.483, -11035, 53.3%, , , , , , , , , , , , 
2023-05-08, 00:44:38, OK, 53%, 5.53, 10551, -14588, , 11.441, -14588, 53.2%, , , , , , , , , , , , 
2023-05-08, 00:45:08, OK, 53%, 5.53, 10551, -11219, , 11.473, -11219, 53.1%, , , , , , , , , , , , 
2023-05-08, 00:45:38, OK, 53%, 5.53, 10551, -19092, , 11.382, -19092, 52.9%, , , , , , , , , , , , 
2023-05-08, 00:46:08, OK, 53%, 5.53, 10551, -14210, , 11.451, -14210, 52.7%, , , , , , , , , , , , 
2023-05-08, 00:46:38, OK, 53%, 5.53, 10551, -14290, , 11.440, -14290, 52.6%, , , , , , , , , , , , 
2023-05-08, 00:47:08, OK, 52%, 6.93, 12969, -13694, , 11.435, -13694, 52.5%, , , , , , , , , , , , 
2023-05-08, 00:47:38, OK, 52%, 6.93, 12969, -13156, , 11.434, -13156, 52.3%, , , , , , , , , , , , 
2023-05-08, 00:48:08, OK, 52%, 6.93, 12969, -13201, , 11.434, -13201, 52.1%, , , , , , , , , , , , 
2023-05-08, 00:48:38, OK, 52%, 6.93, 12969, -14531, , 11.428, -14531, 52.0%, , , , , , , , , , , , 
2023-05-08, 00:49:08, OK, 52%, 6.93, 12969, -13706, , 11.446, -13706, 51.8%, , , , , , , , , , , , 
2023-05-08, 00:49:38, OK, 52%, 6.93, 12969, -16628, , 11.372, -16628, 51.7%, , , , , , , , , , , , 
2023-05-08, 00:50:08, OK, 52%, 6.93, 12969, -16158, , 11.387, -16158, 51.5%, , , , , , , , , , , , 
2023-05-08, 00:50:38, OK, 51%, 5.41, 9928, -13671, , 11.431, -13671, 51.4%, , , , , , , , , , , , 
