Unique ID, Manufacturer, Chemistry, Voltage (Volts)
25E3Sunwoda-HHB9790T7ECW-32T, Sunwoda-H, Lithium Ion, 11.435

Date, Time, Status, %Charge, Total life(hours), Remaining life(sec), Charge Rate, Bat1 Temperature, Bat1 Voltage, Bat1 Charge Rate, Bat1 %Charge, Bat2 Temperature, Bat2 Voltage, Bat2 Charge Rate, Bat2 %Charge, Bat3 Temperature, Bat3 Voltage, Bat3 Charge Rate, Bat3 %Charge, Bat4 Temperature, Bat4 Voltage, Bat4 Charge Rate, Bat4 %Charge
2023-06-12, 10:48:23, OK, 70%, 0.00, -1, -51466, , 11.435, -51466, 69.8%, , , , , , , , , , , , 
2023-06-12, 10:48:53, OK, 70%, 0.00, -1, -1558, , 12.008, -1558, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:49:23, OK, 70%, 0.00, -1, 0, , 12.049, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:49:53, OK, 70%, 0.00, -1, 0, , 12.061, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:50:23, OK, 70%, 0.00, -1, 0, , 12.069, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:50:53, OK, 70%, 0.00, -1, 0, , 12.072, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:51:23, OK, 70%, 0.00, -1, 0, , 12.074, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:51:53, OK, 70%, 0.00, -1, 0, , 12.077, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:52:23, OK, 70%, 0.00, -1, 0, , 12.078, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:52:53, OK, 70%, 0.00, -1, 0, , 12.080, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:53:23, OK, 70%, 0.00, -1, 0, , 12.081, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:53:53, OK, 70%, 0.00, -1, 0, , 12.080, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:54:23, OK, 70%, 0.00, -1, 0, , 12.080, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:54:54, OK, 70%, 0.00, -1, 0, , 12.081, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:55:23, OK, 70%, 0.00, -1, 0, , 12.081, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:55:53, OK, 70%, 0.00, -1, 0, , 12.081, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:56:23, OK, 70%, 0.00, -1, 0, , 12.081, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:56:53, OK, 70%, 0.00, -1, 0, , 12.082, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:57:23, OK, 70%, 0.00, -1, 0, , 12.082, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:57:53, OK, 70%, 0.00, -1, 0, , 12.082, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:58:23, OK, 70%, 0.00, -1, 0, , 12.083, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:58:53, OK, 70%, 0.00, -1, 0, , 12.083, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 10:59:23, OK, 70%, 0.00, -1, 0, , 12.083, 0, 69.7%, , , , , , , , , , , , 
2023-06-12, 11:01:35, OK, 69%, 30.74, 76361, -47352, , 11.530, -47352, 69.4%, , , , , , , , , , , , 
2023-06-12, 19:32:52, OK, 64%, 166.44, 383480, -42654, , 11.534, -42654, 64.4%, , , , , , , , , , , , 
